conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1930505863196000657,Thu Jun 05 06:03:59 +0000 2025,0,Aku nggak ngerti dengan perkuliahan ni. Aku bimbingan berkali-kali sampai akhirnya seminar proposal dengan dospem 1 nggak hadir. Pas seminar respon 3 dosen penanggap proposal kamu ni nggak jelas sampai produk pun nggak jelas. Terus aku 2 bulan ni ngapain kalau tersesat oke juga,1930505863196000657,,,in,,0,1,0,https://x.com/undefined/status/1930505863196000657,1462019503739445253,
1930505683113545819,Thu Jun 05 06:03:16 +0000 2025,0,SEMUA DOSEN HRI INI KE TAIK TAU TAIK GA? TAIK TAIK TAIK KUNING BAU,1930505683113545819,,,in,,0,0,0,https://x.com/undefined/status/1930505683113545819,1834519301966929920,
1930489144452747442,Thu Jun 05 06:03:07 +0000 2025,0,@asweetycattzz kata dosen di tiktok,1930505646610465179,,asweetycattzz,in,,0,0,0,https://x.com/undefined/status/1930505646610465179,2758843049,
1930505583779512806,Thu Jun 05 06:02:52 +0000 2025,1,Last class this semester ketemunya sama dosen anomali semoga ga ditunjuk,1930505583779512806,,,in,,0,1,0,https://x.com/undefined/status/1930505583779512806,1751884692146831360,
1930505181076259001,Thu Jun 05 06:01:16 +0000 2025,0,chat dosen gue sampe belum dibuka dan di bales pliss ibokk maap,1930505181076259001,,,in,,0,0,0,https://x.com/undefined/status/1930505181076259001,1701195068823240704,
1929932617492947421,Thu Jun 05 06:00:55 +0000 2025,0,@sbmptnfess kak coba discuss lgsg sama dosen/kaprodi/dekan sekalian sambil cari cari info ttg beasiswa kak. kalau discuss sm mereka semoga bisa dipermudah untuk pengajuan bandingnya,1930505090835665036,,sbmptnfess,in,,0,1,0,https://x.com/undefined/status/1930505090835665036,1010568602989182978,
1930504309499977870,Thu Jun 05 05:57:49 +0000 2025,0,biasanya nya ngejer2 ttd dosen sekarang nemenin dosen ngejar2 ttd,1930504309499977870,,,in,,0,1,0,https://x.com/undefined/status/1930504309499977870,1646892529001058304,
1930503916846039136,Thu Jun 05 05:56:15 +0000 2025,0,drain energy pol lk kyemu dosen mn ketambahan sg kunu sek gangertemi ae,1930503916846039136,,,in,,0,0,0,https://x.com/undefined/status/1930503916846039136,1541765209576341504,
1930503799883599951,Thu Jun 05 05:55:47 +0000 2025,0,Asal ga ganggu dosen ya boleh. Di dunia perkuliahan mah ga sama kek sekolah karena bukan mapel tapi matkul per jadwal jam nya ga nentu jam berapa. Dan mau kamu tidur jungkir balik silat segala macem asal ga ganggu dosen mah terserah. Aku sih nongki ,1930503799883599951,,,in,,0,0,0,https://x.com/undefined/status/1930503799883599951,1408590008781398025,
1930503295094894624,Thu Jun 05 05:53:47 +0000 2025,2,Dosen gue paling benci sebenci bencinya sama rokok dibandingkan manusia manapun di muka bumi ini. Beliau fokus di bidang kemasyarakatan gizi dan frontliner nakes.,1930503295094894624,,,in,,0,0,1,https://x.com/undefined/status/1930503295094894624,975332061568368641,
1930493144795394307,Thu Jun 05 05:53:39 +0000 2025,0,@kelixmann @cuttyfrutty_ In the end it dosen matterrr,1930503262874329441,,kelixmann,en,,0,0,0,https://x.com/undefined/status/1930503262874329441,118657343,
1930149690219344058,Thu Jun 05 05:52:53 +0000 2025,0,@BANANAKAKUMEl kedengeran kek dosen saya orang golkar ,1930503070070579587,,BANANAKAKUMEl,in,,0,0,0,https://x.com/undefined/status/1930503070070579587,1381236562109734913,
1930502456057717212,Thu Jun 05 05:50:27 +0000 2025,0,dosen appflow giving mam ainal vibes,1930502456057717212,,,en,,0,0,0,https://x.com/undefined/status/1930502456057717212,1435965985048064006,
1930502399543644578,Thu Jun 05 05:50:13 +0000 2025,0,Ya tuhan wadek kok takut buku buku kok sesat apa jangan jangan pikiran nya yang sesat? Ahhh dosen keasikan masturbasi intelktual yg ga napak tanah dari fakultas ilmu penakut lagi. Ahhh gimana deh um! GWS CALON GURUUUU,1930502399543644578,,,in,,0,1,0,https://x.com/undefined/status/1930502399543644578,740762250613399552,
1930502269625418006,Thu Jun 05 05:49:42 +0000 2025,0,apa sih yang bikin mahal? asaan gaji dosen juga ga mahal-mahal amat,1930502269625418006,,,in,,0,0,0,https://x.com/undefined/status/1930502269625418006,266856019,
1929888553338843622,Thu Jun 05 05:48:36 +0000 2025,0,@sbmptnfess lucu banget sendernya ngga ada razia nder tpi kek rules contoh wajib sepatu tertutup atau semacamnya itu tergantung dosen matkul aja sih,1930501993606627839,,sbmptnfess,in,,0,0,0,https://x.com/undefined/status/1930501993606627839,1296706017095368704,
1930501953324523761,Thu Jun 05 05:48:27 +0000 2025,1,Dosen gua gpp nyontek menurut gua nyontek jg termasuk skill. Itu artinya lu peduli nilai jg drpd lu ga datang sama sekali kan? Lebih parah begitu jdi sama gua kalau nyontek gpp artinya lu cari tau jg GUA BNERAN GA PAHAM LAGI,1930501953324523761,,,in,,0,0,0,https://x.com/undefined/status/1930501953324523761,1912392224509415424,
1930501784554135952,Thu Jun 05 05:47:50 +0000 2025,0,wdythink guys? sumpah aku jadi kek kesel anj orang nanya baik baik malah jadi kaya berantem depan dosen...,1930501798034579569,,racchiira,in,,0,0,0,https://x.com/undefined/status/1930501798034579569,1554614547096412163,
1930501784554135952,Thu Jun 05 05:47:49 +0000 2025,0, dia teriak depan dosen sini lu taruhan sekarang buat website pake ai sini . aku = apasi babi? aku ngomong bertanya biar tau aku bahkan sampe buka website nya. lagian rahasia umum juga lu dikelas apa apa ai ya anj. -cont,1930501792707871013,,racchiira,in,,0,1,0,https://x.com/undefined/status/1930501792707871013,1554614547096412163,
1930501787880149215,Thu Jun 05 05:47:47 +0000 2025,0,dosen kontol anjing,1930501787880149215,,,in,,0,0,0,https://x.com/undefined/status/1930501787880149215,1888950315485220864,
1930501784554135952,Thu Jun 05 05:47:47 +0000 2025,0,niatnya buat tahu gimana cara kerja di website si ai ini trus dia tuh ngasih langsung atau bisa kita edit tata letak dari ui ini dan tau apa gais ? dia marah depan dosen katanya gaterima saya bu di tuduh pake ai. aku : lho ? -cont,1930501787150381535,,racchiira,in,,0,1,0,https://x.com/undefined/status/1930501787150381535,1554614547096412163,
1930501503376380132,Thu Jun 05 05:46:40 +0000 2025,0,Woiiiiiiii DOSEN YANG MISSCOM NAPA GWA YANG REPOT,1930501503376380132,,,tl,,0,0,0,https://x.com/undefined/status/1930501503376380132,1339960156746993665,
1930501427807285620,Thu Jun 05 05:46:22 +0000 2025,0,Masa skripsian ini berat banget ya? Sender gakuat disuruh nambah semester sama dosen braw!,1930501427807285620,,,in,,0,1,0,https://x.com/undefined/status/1930501427807285620,1798859219397230592,
1930481813824385496,Thu Jun 05 05:43:59 +0000 2025,0,@xeemube Tapi Krn dosen gue itu ...gue jadi bisa nyusun skripsi yg bener bener isinya itu gue pahami banget walau tipis tapi sesuai judulnya...ada bbrp dosen yg ngga suka skripsi tebal Krn terlalu copy paste di pembahasannya jadi persis pdf penelitian atau buku,1930500827913089140,,xeemube,in,,0,0,0,https://x.com/undefined/status/1930500827913089140,1706947002,
1930493144795394307,Thu Jun 05 05:43:07 +0000 2025,0,@kelixmann Dosen ,1930500611050770580,,kelixmann,en,,0,1,0,https://x.com/undefined/status/1930500611050770580,968400474842918913,
1930500359207956662,Thu Jun 05 05:42:09 +0000 2025,0,Ini dibahas mendalam dari manajerial aja belum lho. Kok langsung ngucur aja ke bawah. Mau lau dosen ini itu. Kita sama-sama kerja di manajerial proyek ini ya. Walaupun aku gen z anda millenial kita setara dikerjaan ini.,1930500366556414210,,mengmeonggg22,in,,0,0,0,https://x.com/undefined/status/1930500366556414210,1529801468747735040,
1930499965991956493,Thu Jun 05 05:40:33 +0000 2025,0,[RESEARCHER VIRTUAL BOOTCAMP BATCH 5: CLASS 4] Daftar sekarang di https://t.co/aGSzYCjHom #pharmacology #farmakologi #kesehatan #medical #bootcamp #onlineclass #webinar #research #dosen #mahasiswa #penelitian https://t.co/wCX663eIyL,1930499965991956493,https://pbs.twimg.com/media/GsqDcUJbAAAnN4D.jpg,,in,,0,0,0,https://x.com/undefined/status/1930499965991956493,1896270176997535744,
1930499366466289782,Thu Jun 05 05:40:28 +0000 2025,1,God don't did bitch dosen't be bold and you're don't my frendchi,1930499944034488800,,JonathanFisic,en,,0,0,0,https://x.com/undefined/status/1930499944034488800,1372172282727137293,
1930499923256258788,Thu Jun 05 05:40:23 +0000 2025,0,Lah kampus gw ada??? GWA yg isinya dosen wali sm mhs nya yg dipegang beliau. Blom lg ad grup wa matkul yg isinya mhs+dosennya dan mhs tnpa dosen,1930499923256258788,,,in,,0,0,0,https://x.com/undefined/status/1930499923256258788,1498877287756091392,
1930189290425786697,Thu Jun 05 05:40:18 +0000 2025,0,@YossiGoldstein8 @HPhobiaWatch Yes exactly. @mumtazpatels Cause for the Muslims to be doubted in India. Please accept it. In day to day life one dosen't even keeps religion in mind. It's done with the 4 walls of the house and nothing more.,1930499902443782551,,YossiGoldstein8,en,,0,0,0,https://x.com/undefined/status/1930499902443782551,109217809,
1930178607458201821,Thu Jun 05 05:40:16 +0000 2025,0,@bluwbelli Waktu gw kuliah dulu ada kok grup paguyubannya. Beberapa dosen-dosen penting yg punya jabatan di fakultas dan pastinya dekan masuk di grup itu. Bahasannya kurleb sumbangan kalo ada pembangunan di kampus sama event dan seminar.,1930499895879950622,,bluwbelli,in,,0,0,0,https://x.com/undefined/status/1930499895879950622,1894778396410028032,
1930428124774445310,Thu Jun 05 05:39:49 +0000 2025,4,@ardisatriawan tp setiap postingan lu tendensinya sangat tidak napak tanah sih mas. gue tau lu dosen di korea dan gue tau maksud lu untuk ningkatin awareness n memperjuangin hak orang2. tp negara ini bukan di negara korea mas sekali lgi ini bukan negara korea,1930499780431516111,,ardisatriawan,in,,0,1,0,https://x.com/undefined/status/1930499780431516111,1909149309087764480,
1930499659329618415,Thu Jun 05 05:39:20 +0000 2025,1,Di mana dosen yang whimsy. Kenapa dosen2 ini nonchalant. Aku cuman mau wawancara bukan mau nagih pinjol ,1930499659329618415,,,in,,0,0,0,https://x.com/undefined/status/1930499659329618415,1540358258505895936,
1930499638869770637,Thu Jun 05 05:39:15 +0000 2025,0,Eh krn aku gabut dan mau menghibur diri krn dighosting dosen aku mau buat thread first up treasure di akun @treasuremembers xixixi,1930499638869770637,,,in,,0,0,0,https://x.com/undefined/status/1930499638869770637,1338306114320957442,
1930499111570346066,Thu Jun 05 05:37:09 +0000 2025,0,gw: omg dkv bukan passion gwww also gw habis di okein dosen omggg i love dkv),1930499111570346066,,,in,,0,0,0,https://x.com/undefined/status/1930499111570346066,1686169530358513666,
1930499061750395068,Thu Jun 05 05:36:57 +0000 2025,0,keasbunan hari ini: : dosen : aku lagi ngumpulin tugas dikertas selembar trs dosennya liat jawabannya : bener semua ternyata : karna cewe dengan lantangnya gue jawab karna cewe dan gue jawab gitu ke dosen gue...,1930499061750395068,,,in,,0,0,0,https://x.com/undefined/status/1930499061750395068,1863931307652468736,
1930498461188964679,Thu Jun 05 05:34:34 +0000 2025,0,Pengen D0i H4nsuke jadi dosen bingung ku,1930498461188964679,,,in,,0,0,0,https://x.com/undefined/status/1930498461188964679,881425644,
1930344962962653623,Thu Jun 05 05:34:23 +0000 2025,0,@AbbyAjayiAV @jessecryp @MissRozapepper Okay. Once bad review dosen t mean a product is not good. I have someone using it for years as well.m and it s still working perfectly.,1930498413931442298,,AbbyAjayiAV,en,,0,0,0,https://x.com/undefined/status/1930498413931442298,885846811616870400,
1929896924619944208,Thu Jun 05 05:33:32 +0000 2025,0,@papilionidaety @yappingfess Tergantung dosen kalau tegas ya gk boleh masuk walaupun telat 1 menit,1930498200680735176,,papilionidaety,in,,0,0,0,https://x.com/undefined/status/1930498200680735176,1513514630382977024,
1930497270484783182,Thu Jun 05 05:32:21 +0000 2025,0,di kantor ditegur wm yg notabenenya dosen mana ga menghargai bgt seolah2 cuma ak yg salah padahal dia yg kureng ngajarin anaknya dih cape bgt.,1930497901790179363,,koalaviy,in,,0,0,0,https://x.com/undefined/status/1930497901790179363,1479136067307462657,
1930497859348214123,Thu Jun 05 05:32:11 +0000 2025,1,Transformasi data jadi visual yang powerful pakai Looker Studio! Penasaran caranya? Yuk pelajari Sains Data Terapan bersama Dosen Sal Sabila Wijayanti S.Kom. M.Kom. di Politeknik Artificial Intelligence BMD. #DashboardKeren #plaibmd #politeknikaibmd #SainsDataTerapan https://t.co/2ncLbor0Oz,1930497859348214123,https://pbs.twimg.com/amplify_video_thumb/1930497781367730176/img/dwlYjSjzZlu019HZ.jpg,,in,,0,0,0,https://x.com/undefined/status/1930497859348214123,1815601661911642112,
1930400035721633799,Thu Jun 05 05:31:37 +0000 2025,1,@ppppp1245688 this is why i make it abundantly clear from the get go that i don't want kids atm i am down to do it with rubber everytime if she dosen't want to go on BC if smth happens i will drive her to the clinic (thankfully haven't needed to do it yet) people have to communicate,1930497716934594913,,ppppp1245688,en,,0,0,0,https://x.com/undefined/status/1930497716934594913,1615407973756534784,
1930497609036161427,Thu Jun 05 05:31:11 +0000 2025,0,pov dosen penguji pas sidang,1930497609036161427,,,in,,0,0,0,https://x.com/undefined/status/1930497609036161427,923861008640229377,
1930497238889099654,Thu Jun 05 05:30:39 +0000 2025,0,actually a canon moment bcs THAT dosen actually said this multiple times,1930497474185122179,,YapperHandal,en,,0,0,0,https://x.com/undefined/status/1930497474185122179,2493567950,
1930497426630328580,Thu Jun 05 05:30:28 +0000 2025,0,Sayangnya enggak waktu pertama kuliah kaget banget kaya akhir tahun orang liburan sedangkan diriku justru sibuk UAS. Kaya akhir tahunnnn??? masuk kampus tuhhh kaya gimana ya karena biasa libur jadi shock. Yang bikin shock lagi dosen bisa sesuka hati ganti jadwal,1930497426630328580,,,in,,0,0,0,https://x.com/undefined/status/1930497426630328580,1638799563292295171,
1930497283369619765,Thu Jun 05 05:29:53 +0000 2025,0,Njirs diajakin ngegibahin soal anak2 its yang ke kampus pada naik mobil am dosen jepangku agak kaget beliau tertarik ngomongin hal yg beginian ternyata... Ngebandinginnya am untag dan berspekulasi anak2 its tu kebanyakan spoiled brat,1930497283369619765,,,in,,0,0,0,https://x.com/undefined/status/1930497283369619765,1849391484602306560,
1930394370890457552,Thu Jun 05 05:29:51 +0000 2025,0,@iamthedrifter He dosen't talk about the Butchers of Pakistan. The ones who killed his family members . Let's see @BBhuttoZardari if you have the guts.,1930497272229265467,,iamthedrifter,en,,0,0,0,https://x.com/undefined/status/1930497272229265467,109217809,
1930497238889099654,Thu Jun 05 05:29:43 +0000 2025,1,dosen: https://t.co/Zr8eFMfOpv,1930497238889099654,https://pbs.twimg.com/media/GsqBABpaQAAALFL.jpg,,en,,0,1,0,https://x.com/undefined/status/1930497238889099654,2493567950,
1930497197671432510,Thu Jun 05 05:29:33 +0000 2025,0,mau cerita jadi gue tuh ber3 sama temen sedosbing. biasanya dosen gue nih fast respon. nah tuh semua chat mau bimbingan hari ini. yg dibales yg paling siang chat nya. apa yg kocak? blio udah dari pagi di kampus sampe jam 12.30 &amp; bales chat nya jam 12 lebih dikit ya Allah sabar,1930497197671432510,,,in,,0,0,0,https://x.com/undefined/status/1930497197671432510,1912136386574258176,
1930493144795394307,Thu Jun 05 05:29:27 +0000 2025,0,@kelixmann Dia dosen kah?,1930497170559709513,,kelixmann,in,,0,1,0,https://x.com/undefined/status/1930497170559709513,1037029910370430976,
1930497143833297173,Thu Jun 05 05:29:20 +0000 2025,0,tiap mau ngechat dosen rasanya dunia mau hancur ,1930497143833297173,,,in,,0,0,0,https://x.com/undefined/status/1930497143833297173,1343879011215163393,
1930408362048664000,Thu Jun 05 05:29:00 +0000 2025,0,@sheticgrl muk minta ttd dosen tapi egak jadii,1930497061038006551,,sheticgrl,in,,0,0,0,https://x.com/undefined/status/1930497061038006551,1232626224780005376,
1930497020089012279,Thu Jun 05 05:28:51 +0000 2025,0,Dosen gue yang pake kerudung panjang baju longgar ngomong lembut aja paham ya nyet buat gak manggil gue pake deadname nanya dulu enaknya dipanggil apa lu yang bikin gue guilty karena gamau ngakuin deadname gue padahal kita satu komunitas can go to hell. Stop projecting najis.,1930497020089012279,,,in,,0,0,0,https://x.com/undefined/status/1930497020089012279,1789634253745274880,
1930496818724393393,Thu Jun 05 05:28:03 +0000 2025,0,Betul. Meskipun guru dosen dan tutor les memiliki peran penting dalam pendidikan tanggung jawab utama untuk mencerdaskan kehidupan bangsa tetap berada di pundak negara. Dan ini sdh menjadi kewajiban fundamental yg tidak bisa dialihkan kpd individu/kelompok.,1930496818724393393,,,in,,0,0,0,https://x.com/undefined/status/1930496818724393393,1458575209384927235,
1930496698473714061,Thu Jun 05 05:27:34 +0000 2025,8,I actually worked with a small project that did the same concept as $BALL so i like the idea There WILL BE a lottery on chain will it be $BALL? Good R\R if market dosen't crash (soon ) https://t.co/iFFUxcycuw,1930496698473714061,https://pbs.twimg.com/media/GsqARYPWwAEO4cv.jpg,,en,,0,0,1,https://x.com/undefined/status/1930496698473714061,364890108,
1930496623521779720,Thu Jun 05 05:27:16 +0000 2025,0,Minta temenin mymom beli rok item sm pin kopri she's look overproud like alwys says jangan ini jgn itu kan kamu dosen pns (literally berulang dg suara agak gede) Sumpah agak maluuuu tp ya gmn itu yg diimpi2kan doi: ,1930496623521779720,,,in,,0,0,0,https://x.com/undefined/status/1930496623521779720,105122452,
1930496413940568432,Thu Jun 05 05:26:26 +0000 2025,2,habis ketemu dosen buat konsul setelah hampir 5 bulan ga bimbingan pas nyampe konsul ditanya pembimbingnya siapa mbak? reaksi gw: https://t.co/XZySINRBIv,1930496413940568432,https://pbs.twimg.com/media/GsqAQXpbEAEZMam.jpg,,in,,0,0,0,https://x.com/undefined/status/1930496413940568432,1676223057416052737,
